Question_id,question_text,question_zone,ground_truth_answer,chatbot,,,,,,,,,,,,,,,,,
Q067,Thời gian sinh viên nghỉ học tạm thời có được tính vào thời gian tối đa của khóa đào tạo không?,Gray Area,Thời gian sinh viên nghỉ học tạm thời và thời gian học ở trường khác khi chuyển về Trường Đại học Vinh (nếu có) đều được tính vào thời gian tối đa của khóa đào tạo.,Thời gian sinh viên nghỉ học tạm thời và thời gian học ở trường khác khi chuyển về Trường Đại học Vinh (nếu có) đều được tính vào thời gian tối đa của khóa đào tạo.,,,,,,,,,,,,,,,,,
Q068,Kế hoạch dạy - học trong từng năm học và từng học kỳ được thể hiện ở đâu?,Gray Area,"Kế hoạch dạy - học trong từng năm học và từng học kỳ được thể hiện ở ""Kế hoạch thời gian đào tạo năm học"" và ""Thời khóa biểu từng học kỳ"".","Kế hoạch dạy - học trong từng năm học và từng học kỳ được thể hiện ở ""Kế hoạch thời gian đào tạo năm học"" và ""Thời khóa biểu từng học kỳ"".",,,,,,,,,,,,,,,,,
Q069,Một năm học gồm mấy học kỳ chính?,Gray Area,Năm học gồm hai học kỳ chính (gọi là học kỳ I và học kỳ II).,Một năm học tại Trường Đại học Vinh thường gồm 2 học kỳ chính: học kỳ 1 và học kỳ 2. Đây là cấu trúc phổ biến ở hầu hết các trường đại học tại Việt Nam.,,,,,,,,,,,,,,,,,
Q070,Mỗi học kỳ chính có từ bao nhiêu tuần thực học và tuần thi?,Gray Area,Mỗi học kỳ chính có từ 12 – 15 tuần thực học và 3 tuần thi.,"Theo thông tin từ các tài liệu được cung cấp (cụ thể là các Document 1-10), mỗi học kỳ chính tại Trường Đại học Vinh có thời gian thực học từ tuần 23 đến tuần 29 và từ tuần 31 đến tuần 38 (tổng cộng 15 tuần thực học). Các tuần thi thường diễn ra sau tuần 38, nhưng tài liệu không đề cập cụ thể số tuần thi. Thông tin này dựa trên dữ liệu về ""Tuần học"" trong các lớp học phần được liệt kê, với định dạng chung: ""Tuần học: 23 -> 29, 31 -> 38"".",,,,,,,,,,,,,,,,,
Q071,Học kỳ phụ có ít nhất bao nhiêu tuần thực học và tuần thi?,Gray Area,Học kỳ phụ có ít nhất 5 tuần thực học và 1 tuần thi.,"Theo thông tin từ tài liệu 3 (cam_nang_hssv_nam_2021), học kỳ phụ tại Trường Đại học Vinh có ít nhất 5 tuần thực học và 1 tuần thi (trang 87). Tuy nhiên, nếu cần thông tin chi tiết hơn về từng chương trình cụ thể, bạn có thể tham khảo thêm các quy định hiện hành của trường.",,,,,,,,,,,,,,,,,
Q072,Nhà trường cung cấp cho sinh viên về kế hoạch mở lớp trước khi bắt đầu học kỳ bao lâu?,Gray Area,"Trước khi bắt đầu học kỳ ít nhất 2 tuần, Nhà trường cung cấp cho sinh viên về kế hoạch mở lớp, số lớp học dự kiến tổ chức cho mỗi học phần, thời khóa biểu và lịch đăng ký học của các lớp học phần trong học kỳ.","Trước khi bắt đầu học kỳ ít nhất 2 tuần, Nhà trường cung cấp cho sinh viên về kế hoạch mở lớp, số lớp học dự kiến tổ chức cho mỗi học phần, thời khóa biểu và lịch đăng ký học của các lớp học phần trong học kỳ.",,,,,,,,,,,,,,,,,
Q073,Thời lượng tổ chức dạy học trực tuyến tối đa bằng bao nhiêu % tổng thời lượng của CTĐT?,Gray Area,Thời lượng tổ chức dạy học trực tuyến tối đa bằng 30% tổng thời lượng của CTĐT.,"Theo quy định chung của Bộ Giáo dục và Đào tạo Việt Nam, thời lượng dạy học trực tuyến tối đa thường không vượt quá 30% tổng thời lượng của chương trình đào tạo (CTĐT)",,,,,,,,,,,,,,,,,
Q074,Học phần bắt buộc là gì?,Gray Area,Học phần bắt buộc là học phần chứa đựng những nội dung chính yếu của mỗi ngành và bắt buộc sinh viên phải tích lũy để tốt nghiệp.,"Học phần bắt buộc là những học phần sinh viên phải hoàn thành trong chương trình đào tạo (CTĐT) của mình, không thể thay thế bằng học phần khác. Theo tài liệu của Trường Đại học Vinh (Document 1), học phần Thực tập và đồ án tốt nghiệp là một ví dụ về học phần bắt buộc, yêu cầu tối thiểu 8 tín chỉ và áp dụng cho tất cả các CTĐT của trường.",,,,,,,,,,,,,,,,,
Q075,Học phần tự chọn là gì?,Gray Area,"Học phần tự chọn là học phần chứa đựng những nội dung cần thiết, nhưng sinh viên được tự chọn theo nguyện vọng cá nhân nhằm học tập chuyên sâu hoặc đa dạng hóa chuyên môn để tích lũy đủ số học phần quy định cho mỗi CTĐT.","Học phần tự chọn là các môn học mà sinh viên được lựa chọn theo sở thích hoặc định hướng chuyên ngành trong chương trình đào tạo của trường đại học. Tại Trường Đại học Vinh, học phần tự chọn thường nằm trong khung chương trình đào tạo của từng ngành học, giúp sinh viên mở rộng kiến thức hoặc chuyên sâu vào lĩnh vực cụ thể. Sinh viên cần tham khảo kế hoạch đào tạo của ngành mình để biết danh sách các học phần tự chọn được cung cấp.",,,,,,,,,,,,,,,,,
Q076,Học phần tiên quyết là gì?,Gray Area,"Học phần tiên quyết: học phần A là học phần tiên quyết đối với học phần B, khi đăng ký học phần B, sinh viên phải tích lũy đạt học phần A.",Học phần tiên quyết là học phần bắt buộc sinh viên phải hoàn thành trước khi được đăng ký học một học phần khác. Đây là điều kiện cần để đảm bảo sinh viên có kiến thức nền tảng trước khi học các môn học chuyên sâu hơn.,,,,,,,,,,,,,,,,,
Q077,Học phần học trước là gì?,Gray Area,"Học phần học trước: học phần A là học phần học trước của học phần B, khi đăng ký học phần B, sinh viên phải được xác định đã học xong học phần A (Sinh viên đã đăng ký học và tham gia học đầy đủ).","Học phần học trước là học phần mà sinh viên phải hoàn thành (đã đăng ký học và tham gia đầy đủ) trước khi được phép đăng ký học một học phần khác. Ví dụ: nếu học phần A là học phần học trước của học phần B, sinh viên phải học xong học phần A mới được đăng ký học phần B. (Theo tài liệu của Trường Đại học Vinh).",,,,,,,,,,,,,,,,,
Q078,Học phần thay thế là gì?,Gray Area,Học phần thay thế là học phần được sử dụng để thay thế cho một học phần khác có trong CTĐT cũ và hiện tại không còn tổ chức giảng dạy.,"học phần thay thế là học phần được nhà trường cho phép sinh viên học để thay thế cho một học phần bắt buộc trong chương trình đào tạo khi sinh viên không thể học/học lại học phần đó (do không còn mở lớp, thay đổi chương trình đào tạo...)",,,,,,,,,,,,,,,,,
Q079,Một tín chỉ được tính tương đương bao nhiêu giờ giảng dạy lý thuyết?,Gray Area,Một tín chỉ được tính tương đương 15 giờ chuẩn (sau đây viết tắt là giờ) giảng dạy lý thuyết,Một tín chỉ được tính tương đương 15 giờ giảng dạy lý thuyết.,,,,,,,,,,,,,,,,,
Q080,"Một tín chỉ được tính tương đương bao nhiêu giờ thực hành, thí nghiệm, thảo luận?",Gray Area,"Một tín chỉ được tính tương đương 30 giờ thực hành, thí nghiệm, thảo luận","một tín chỉ được tính tương đương với 30 giờ thực hành, thí nghiệm hoặc thảo luận.",,,,,,,,,,,,,,,,,
Q081,"Một tín chỉ được tính tương đương bao nhiêu giờ kiến tập, thực tập, thực tế, thực địa, đồ án tốt nghiệp?",Gray Area,"Một tín chỉ được tính tương đương 60 giờ kiến tập, thực tập, thực tế, thực địa, đồ án tốt nghiệp.","Một tín chỉ được tính tương đương 60 giờ kiến tập, thực tập, thực tế, thực địa, đồ án tốt nghiệp.",,,,,,,,,,,,,,,,,
Q082,"Để hoàn thành 1 tín chỉ đối với các học phần lý thuyết, thực hành, cần dành ít nhất bao nhiêu giờ tự học?",Gray Area,"Đối với các học phần lý thuyết, thực hành, để hoàn thành 1 tín chỉ cần dành ít nhất 30 giờ tự học.","Để hoàn thành 1 tín chỉ đối với các học phần lý thuyết, thực hành, cần dành ít nhất 30 giờ tự học. (Theo quy định từ tài liệu của Trường Đại học Vinh).",,,,,,,,,,,,,,,,,
Q083,Ai đăng ký học phần cho SV trong học kỳ đầu tiên của khóa học?,Gray Area,"Học kỳ đầu tiên của khóa học, Cố vấn học tập đăng ký học phần cho SV theo thời khóa biểu do Nhà trường bố trí sẵn cho từng lớp/khóa học.","Học kỳ đầu tiên của khóa học, Cố vấn học tập đăng ký học phần cho SV theo thời khóa biểu do Nhà trường bố trí sẵn cho từng lớp/khóa học.",,,,,,,,,,,,,,,,,
Q084,"Từ học kỳ thứ 2 trở đi, SV đăng ký học phần qua đâu?",Gray Area,"Từ học kỳ thứ 2 trở đi, SV chủ động lựa chọn và đăng ký các lớp học phần qua tài khoản SV trên hệ thống đăng ký học của Nhà trường.","Từ học kỳ thứ 2 trở đi, sinh viên chủ động lựa chọn và đăng ký các lớp học phần qua tài khoản sinh viên trên hệ thống đăng ký học của Nhà trường. (Theo tài liệu Cẩm nang HSSV năm 2021 của Trường Đại học Vinh).",,,,,,,,,,,,,,,,,
Q085,Khối lượng học tập tối thiểu SV cần đăng ký trong một học kỳ chính là bao nhiêu tín chỉ?,Gray Area,Khối lượng học tập SV cần đăng ký: Tối thiểu 14 tín chỉ trong một học kỳ chính.,Khối lượng học tập SV cần đăng ký: Tối thiểu 14 tín chỉ trong một học kỳ chính.,,,,,,,,,,,,,,,,,
Q086,"Việc xét khen thưởng, cấp học bổng cho SV được căn cứ vào đâu?",Gray Area,"Việc xét khen thưởng, cấp học bổng cho SV được căn cứ vào khối lượng học tập của SV tại thời điểm xét (tối thiểu 14 tín chỉ/học kỳ).","Việc xét khen thưởng và cấp học bổng cho sinh viên tại Trường Đại học Vinh được căn cứ vào các tiêu chí sau: 1. **Học bổng khuyến khích học tập (KKHT)**: - Đạt giải trong kỳ thi học sinh giỏi Tỉnh: Giải nhất (mức 3), giải nhì (mức 2), giải ba (mức 1). - Chứng chỉ IELTS: 8.0 trở lên (mức 3), 7.5 (mức 2), 7.0 (mức 1). - Điểm thi tuyển sinh hoặc quy đổi từ giải thưởng của học sinh tuyển thẳng (theo quy định hàng năm của trường). 2. **Khen thưởng**: - Xét theo đề nghị từ Trường/Viện/Khoa, thông qua Hội đồng khen thưởng - kỷ luật của trường và được Hiệu trưởng phê duyệt. - Thành tích đặc biệt trong học tập, rèn luyện (tối đa 10 điểm), bao gồm: + Ý thức, thái độ trong công tác quản lý lớp/đoàn thể (03 điểm). + Kỹ năng tổ chức (04 điểm). + Tham gia hoạt động chung của trường (03 điểm). - Giấy khen từ cấp trường trở lên được tính 10 điểm. 3. **Mức học bổng** (năm 2021-2022): - Mức 1: 400.000đ (bằng trần học phí/học kỳ). - Mức 2: 440.000đ (+10% so mức 1). - Mức 3: 505.000đ (+15% so mức 2). (Nguồn: Cẩm nang HSSV 2021 của Trường Đại học Vinh)",,,,,,,,,,,,,,,,,
Q087,Sinh viên phải học lại học phần nếu bị điểm gì?,Gray Area,Sinh viên phải học lại học phần nếu: - Học phần bị điểm F.,"Theo quy định tại Document 2 (cam_nang_hssv_nam_2021), sinh viên sẽ phải học lại học phần nếu bị điểm F (điểm trượt) cho học phần đó. Điểm F được áp dụng trong các trường hợp: - Bị đình chỉ thi học phần đó - Bài thi chép từ tài liệu trái phép - Bài thi có chữ viết của hai người trở lên - Viết bài thi trên giấy nháp/giấy không đúng quy định",,,,,,,,,,,,,,,,,
Q088,Sinh viên được học cải thiện điểm đối với các học phần đạt điểm gì?,Gray Area,"Sinh viên được học cải thiện điểm đối với các học phần đạt điểm D, D+, C.","Sinh viên được học cải thiện điểm đối với các học phần đạt điểm D, D+, C.",,,,,,,,,,,,,,,,,
Q089,Học phần Thực tập và đồ án tốt nghiệp có tối thiểu bao nhiêu tín chỉ?,Gray Area,"Hoạt động thực tập tốt nghiệp và đồ án tốt nghiệp được thiết kế thành học phần Thực tập và đồ án tốt nghiệp, có tối thiểu 8 tín chỉ","Học phần Thực tập và đồ án tốt nghiệp tại Trường Đại học Vinh có tối thiểu 8 tín chỉ, tối đa 12 tín chỉ theo quy định trong tài liệu.",,,,,,,,,,,,,,,,,
Q090,Học phần Thực tập và đồ án tốt nghiệp có tối đa bao nhiêu tín chỉ?,Gray Area,"Hoạt động thực tập tốt nghiệp và đồ án tốt nghiệp được thiết kế thành học phần Thực tập và đồ án tốt nghiệp, [...] tối đa 12 tín chỉ","Học phần Thực tập và đồ án tốt nghiệp tại Trường Đại học Vinh có tối đa 12 tín chỉ, theo quy định trong tài liệu (Document 1).",,,,,,,,,,,,,,,,,
Q091,"Mã học phần của lớp ""Trí tuệ nhân tạo"" LT_04 là gì?",Gray Area,INF20007,Mã học phần là INF20007,,,,,,,,,,,,,,,,,
Q092,"Lớp ""Phân tích và thiết kế hướng đối tượng"" LT_01 CNTT-CLC có số tín chỉ là bao nhiêu?",Gray Area,4,"Lớp ""Phân tích và thiết kế hướng đối tượng"" LT_01 CNTT-CLC có số tín chỉ là 4.",,,,,,,,,,,,,,,,,
Q093,"Khoá học của lớp ""Phát triển ứng dụng với mã nguồn mở"" LT_02 là khóa mấy?",Gray Area,K63,"Khóa học của lớp ""Phát triển ứng dụng với mã nguồn mở"" LT_02 là khóa K63.",,,,,,,,,,,,,,,,,
Q094,"Địa điểm học của lớp ""Trí tuệ nhân tạo"" LT_04 là phòng nào?",Gray Area,P.HLT_KT CN202,P.HLT_KT CN202,,,,,,,,,,,,,,,,,
Q095,"Ai là giảng viên của lớp ""Trí tuệ nhân tạo""?",Gray Area,Võ Đức Quang,"Giảng viên của lớp ""Trí tuệ nhân tạo"" là Võ Đức Quang.",,,,,,,,,,,,,,,,,
Q096,"Lớp ""An toàn phần mềm"" TC-KT PM có số SV dự kiến là bao nhiêu?",Gray Area,24,cho phép có 24 sinh viên,,,,,,,,,,,,,,,,,
Q097,"Thứ mấy lớp ""Phát triển ứng dụng với mã nguồn mở"" LT_02 TH_02 được học?",Gray Area,3,"Lớp ""Phát triển ứng dụng với mã nguồn mở"" LT_02 TH_02 được học vào **Thứ 3**, theo thông tin từ Document 4.",,,,,,,,,,,,,,,,,
Q098,"Từ ngày nào lớp ""Trí tuệ nhân tạo"" LT_04 bắt đầu học?",Gray Area,45695,"Lớp ""Trí tuệ nhân tạo"" LT_04 bắt đầu học từ ngày 07/02/2025.",,,,,,,,,,,,,,,,,
Q099,"Khoa/Viện nào quản lý lớp ""An toàn phần mềm""?",Gray Area,Kỹ thuật - Công nghệ,Quản lý bởi Viện Kỹ thuật - Công nghệ,,,,,,,,,,,,,,,,,
Q100,"Hình thức học của lớp ""Phân tích và thiết kế hướng đối tượng"" H_01 là gì?",Gray Area,TH/TN,"Hình thức học của lớp ""Phân tích và thiết kế hướng đối tượng"" LT_01 là LT (Lý thuyết) và các lớp TH_01, TH_02 là TH/TN (Thực hành/Thí nghiệm).",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
